Sciences et Technologies de l'Eau (STE),Communication
Mecanique et Interactions (MI),Conception mecanique
Informatique et Gestion (IG),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Statistiques Analyse sensorielle Connaissances des produits (proteines lipides glucides reactions...) et Nutrition
Genie Biologique et Agroalimentaires (GBA),La technologie alimentaire la microbiologie et la thermodynamique.
Mecanique Structures Industrielles (MSI - apprentissage),La formation en alternance. La metallurgie/science des materiaux et la mecanique.
Informatique et Gestion (IG),La possibilite d'effectuer une cesure couplee a un semestre a l'etranger m'ont ete tres benefiques dans la construction de mon projet professionnel.
Systemes Embarques (SE - apprentissage),Management de projet Cours de communication
Sciences et Technologies de l'Eau (STE),Toutes les matieres orientees hydraulique Cependant la polyvalence reste un atout.
Sciences et Technologies de l'Eau (STE),Hydraulique urbaine Hydrologie Traitement des eaux usees
Materiaux (MAT),Anglais Statistiques Travaux pratiques Cours de base sur les materiaux travaux collectifs
Systemes Embarques (SE - apprentissage),Programmation (C/C++ VHDL)
Materiaux (MAT),Gestion de projet Materiaux 
Genie Biologique et Agroalimentaires (GBA),Les interventions realises par les professionnels du secteur (par exemple les inspecteurs de la DGCCRF pour la formation GBA)
Eau et Genie Civil (EGC - apprentissage),Chimie de l'eau Traitement de l'eau Hydraulique
Sciences et Technologies de l'Eau (STE),GdP Microbio Methodes mathematiques Chimie de l'eau
Sciences et Technologies de l'Eau (STE),genie des procedes chimie microbiologie 
Informatique et Gestion (IG),Base de donnees stats algo langues communication gestion de projets marketing
Materiaux (MAT),Management de projets
Materiaux (MAT),Cristallographie techniques de caracterisations diverses
Sciences et Technologies de l'Eau (STE),Tous les enseignements relatifs au traitement de l'eau (EP et EU) aux reseaux et au petit cycle de l'eau en general.  Les cours de management de droit et le fait de realiser des projets de groupe ou d'organiser le seminaire eau.
Genie Biologique et Agroalimentaires (GBA),La specialisation 
Informatique et Gestion (IG),Gestion du temps/gestion de la pression Anglais
Materiaux (MAT),Ne pas se cantonner aux jobs 'materiaux'. Une grande majorite de ma promo n'a pas pu avoir de job sur les caracterisations materiaux ou la R&D dans les materiaux.  Ne pas avoir peur de tenter des secteurs la formation continue (recommence?) apres l'ecole et les employeurs le savent tres bien.
Mecanique Structures Industrielles (MSI - apprentissage),Les enseignements techniques lies a la metallurgie et au soudage. Egalement les enseignements RH.
Genie Biologique et Agroalimentaires (GBA),Gestion de projet Langues
Eau et Genie Civil (EGC - apprentissage),Enseignements techniques
Materiaux (MAT),Globalement l'ensemble des cours de l'option mecanique des materiaux car ils donnaient une vision appliquee de la mecanique et permettaient de developper des competences sous Ansys. Les projets utilisant Matlab car ce sont des competences tres utiles (si ce n'est necessaire) si l'on souhaite poursuivre dans la technique. 
Informatique et Gestion (IG),Algorithmie Conception de SI Conception / Programmation Orientee objet Developpement WEB AWI Programmation fonctionnelle Genie Logiciel
Materiaux (MAT),Metallurgie Gestion de Projet 
Sciences et Technologies de l'Eau (STE),Ecologie 
Materiaux (MAT),Mecanique Resistance des materiaux  
Genie Biologique et Agroalimentaires (GBA),- Les cours magistraux accompagnes de contenus pratiques. Tous les TP effectues ont ete de grande qualites et permettent d'etre confronte a une grande diversite des problematiques qui peuvent etre rencontrees dans la realite. - Les cours en rapport avec 
Eau et Genie Civil (EGC - apprentissage),Les cours dispenses par des professionnels exterieurs
Microelectronique Et Automatique (MEA),Tout les enseignements techniques me sont utiles. Dans mon activite je touche a beaucoup de technologie (soft et hard) le fait d'avoir eu une formation qui ouvre sur plein de sujet et de perspective me permet d'avoir une base de connaissance solide que je complete par de nouvelle technologie maintenant.
Systemes Embarques (SE - apprentissage),Mathematiques algo (c) informatique embarquee electronique anglais droit economie management de projet reseau ip 
Eau et Genie Civil (EGC - apprentissage),Hydraulique Construction Reseaux Genie civil Materiaux
Genie Biologique et Agroalimentaires (GBA),communication et langues 
Eau et Genie Civil (EGC - apprentissage),Le genie Civil  Hydraulique Hydrologie Gestion de projet (intervenant objectif aux differents stades...)
Eau et Genie Civil (EGC - apprentissage),l'ensemble pour avoir un raisonnement global performant
Systemes Embarques (SE - apprentissage),Les tests pratiques sur les cours techniques.
Mecanique et Interactions (MI),Eco conception
Mecanique et Interactions (MI),Simulation numerique analyse numerique programmation projets personnels
Mecanique et Interactions (MI),Conception mecanique
Mecanique et Interactions (MI),Je ne fais plus de technique
Mecanique et Interactions (MI),Les mathematiques la mecanique des fluides et un peu la strategie en entreprise/economie.
Mecanique et Interactions (MI),Enseignement autour de la  Mecanique generale et Projets de fin d'etude. 
Mecanique et Interactions (MI),Les enseignements de mecanique theorique et de methode des elements finis.
Eau et Genie Civil (EGC - apprentissage),Construction geotechnique gestion des eaux pluviales.
Mecanique et Interactions (MI),Calcul par elements finis et conception 3D
Mecanique et Interactions (MI),Communication/ Insertion Professionnelle / Management de Projet / les modules techniques / droits du travail
Mecanique et Interactions (MI),Conception Mecanique Automatique RDM
Mecanique et Interactions (MI),Conception mecanique Asservissement robotique
Mecanique et Interactions (MI),Management de projet
Mecanique et Interactions (MI),Projets en groupe 
Materiaux (MAT),Les enseignements specialises sur tous les types de materiaux et notamment les options sur les materiaux bio-sources. Les travaux pratiques sont egalement un tres bon point puisqu'ils permettent de voir les choses 'en vrai' lors de notre formation. 
Genie Biologique et Agroalimentaires (GBA),Process industriel Nutrition Management de projets
Materiaux (MAT),MASC metaux polymeres Chimie maths langues etrangeres
Mecanique et Interactions (MI),Management programmation informatique 
Systemes Embarques (SE - apprentissage),Programmation Electronique
Systemes Embarques (SE - apprentissage),Electronique numerique et analogique Langue vivante 
Mecanique et Interactions (MI),Ceux que j'ai pu vraiment utilise tel quel sont : Methode element finis tout les enseignement de programmation mecanique des fluides mecanique des milieux continue & toute la mecanique comportementale. Cependant les enseignement transverses tels que la qualite ou organisation des entreprise m'ont aussi etait bien utile. Je pense qu'ils apportent tous au minimum des qualites de debrouillardise indispensable a la vie professionnel.
Sciences et Technologies de l'Eau (STE),vegetaux aquatiques ecologie hydrologie hydraulique informatique
Sciences et Technologies de l'Eau (STE),Hydraulique hydrologie anglais
Sciences et Technologies de l'Eau (STE),Les cours d'hydraulique et d'assainissement ainsi que les cours de modelisation hydraulique. Les cours de management et economie sont aussi particulierement utiles dans la vie professionnelle.
Sciences et Technologies de l'Eau (STE),Insertion professionnelle Communication Genie des procedes Microbiologie Hydraulique de surface 
Sciences et Technologies de l'Eau (STE),Hydraulique generale
Sciences et Technologies de l'Eau (STE),hydrologie methode numerique
Sciences et Technologies de l'Eau (STE),Hydraulique Hydrologie Informatique Ecologie 
Sciences et Technologies de l'Eau (STE),La Chimie - Pour tout ce qui administratif (plans de prevention)-Pour mes missions la partie technique analytique (Chromatographie en phase gazeuse).   Les langues  
Genie Biologique et Agroalimentaires (GBA),Informatique 
Genie Biologique et Agroalimentaires (GBA),Qualite  audit Gestion de projet  Communication 
Genie Biologique et Agroalimentaires (GBA),Gestion de Projet Management de la qualite Communication Algorithmique ERP  
Genie Biologique et Agroalimentaires (GBA),La polyvalence l'autonomie et la debrouillardise !
Sciences et Technologies de l'Eau (STE),L'eau au sens large
Sciences et Technologies de l'Eau (STE),Toutes les matieres de Gestion de projet
Eau et Genie Civil (EGC - apprentissage),L'alternance est la cle 
Genie Biologique et Agroalimentaires (GBA),Insertion professionnelle  Matrices alimentaires 
Sciences et Technologies de l'Eau (STE),Je ne saurai me prononcer etant donne que j'ai change de domaine. 
Genie Biologique et Agroalimentaires (GBA),Enseignement de specialite (QHSE)
Genie Biologique et Agroalimentaires (GBA),Management de la qualite 
Sciences et Technologies de l'Eau (STE),Tous
Mecanique et Interactions (MI),Methode des elements finis informatique pour l'ingenieur  (modules ou l'on a code en python) differences finies volumes finis simulatons avancees optimisation
Mecanique et Interactions (MI),MMC MEF RDMDifferences finiesAnalyse et traitement de donnees  
Mecanique et Interactions (MI),MEF algorithmique projets (PIM MEF PIFE)
Mecanique et Interactions (MI),Management et gestion de projet
Informatique et Gestion (IG),ERP
Sciences et Technologies de l'Eau (STE),Genie des procedes / anglais / microbiologie / Hydraulique urbaine / Gestion de projets / Agronomie / SIG / Ecologie
Genie Biologique et Agroalimentaires (GBA),Les enseignements techniques : cours sur les produits laitiers notamment les aromes les proteines... Ces cours m'ont donne les bases me permettant de bien comprendre les aspects techniques de mon metier.
Mecanique et Interactions (MI),conception modelisation informatique CAO Elements finis Simulation numerique
Sciences et Technologies de l'Eau (STE),Hydrologie Statistiques Hydraulique Ecologie (IBGN IBD) Traitements de donnees EXCEL+VBA
Sciences et Technologies de l'Eau (STE),L'ensemble de la formation specialisee est importante. Je n'ai pas encore sollicite mes competences acquises en management/entrepreunariat mais cela pourrait arriver.
Genie Biologique et Agroalimentaires (GBA),Microbiologie industrielle fermentation  Qualite  Gestion de projet  Anglais  
Sciences et Technologies de l'Eau (STE),Ecologie Gestion de Projet Informatique Anglais
Eau et Genie Civil (EGC - apprentissage),Clairement l'experience professionnelle du contrat d'apprentissage a ete preponderant. Autre ce sont les competences dans le domaine de l'eau et du genie civil qui me sont les plus utiles.
Genie Biologique et Agroalimentaires (GBA),Formulation Gestion de projet
Mecanique et Interactions (MI),Conception mecanique Outils CAO (CATIA) FEA
Sciences et Technologies de l'Eau (STE),Les cours d'hydrologie hydraulique (tous domaines confondus) Le droit des entreprises Tout ce qui releve des reglementations ( ICPE arretes prefectoraux)  Management  
Genie Biologique et Agroalimentaires (GBA),TP sur les projets  Cours avec cahier des charges qu'on doit applique 
Sciences et Technologies de l'Eau (STE),Hydraulique Traitement de l'eau Environnement
Mecanique et Interactions (MI),Calculs scientifiques mecaniques des fluides
Mecanique et Interactions (MI),Je ne saurai repondre a cette question j'ai plus gagne une facon d'apprendre et de reflechir
Genie Biologique et Agroalimentaires (GBA),Statistique et gestion de projet
Genie Biologique et Agroalimentaires (GBA),Statistiques 
Mecanique et Interactions (MI),Clairement faisant de la simulation numerique au quotidien ce sont ces enseignements qui m'ont servi le plus (Calcul scientifique Elements finis etc...)   Ensuite je dirais tout ceux qui touche a la mecanique theorique : mecanique des milieux continu plasticite endommagement de rheologie de resistance des materiaux et bien sur les maths qui leurs sont associes. 
Sciences et Technologies de l'Eau (STE),L'hydraulique urbaine 
Sciences et Technologies de l'Eau (STE),Hydraulique Maitrise d'&oeliguvre 
Sciences et Technologies de l'Eau (STE),Je m'excuse pour les fautes d'accent mon clavier est en qwerty  Les experiences professionnelles ont ete les plus valorisantes. Cependant 50% des taches que je realise n'ont aucun rapport avec ma specialisation. Gestion de budget time management organisation d'evenements internes a l'entreprises comme organiser des presentations de fournisseurs devant les employees de l'entreprise
Sciences et Technologies de l'Eau (STE),Hydraulique Management
Sciences et Technologies de l'Eau (STE),Hydrologie Hydraulique Chimie des eaux Microbiologie Informatique Anglais
Genie Biologique et Agroalimentaires (GBA),Gestion de projet Nutrition
Eau et Genie Civil (EGC - apprentissage),hydrologie
Eau et Genie Civil (EGC - apprentissage),ANGLAIS - UE PROFESSIONNEL (periode d'entreprise) - MANAGMENT DE LA SECURUTE ET DE LA SANTE AU TRAVAIL - DROIT DU TRAVAIL
Eau et Genie Civil (EGC - apprentissage),genie civil hydraulique fluviale
Eau et Genie Civil (EGC - apprentissage),Hydraulique  Chantier Gestion de projet 
Eau et Genie Civil (EGC - apprentissage),Construction Organisation Controle budgetaire
Sciences et Technologies de l'Eau (STE),Hydraulique hydrologie insertion professionnelle 
Eau et Genie Civil (EGC - apprentissage),L'hydraulique urbaine principalement. 
Genie Biologique et Agroalimentaires (GBA),Specialisation en 5 eme annee en qualite avec les cours sur les certifications et l'HACCP
Mecanique et Interactions (MI),Dans mon cas tous les cours lies de pres ou de loin a la methode des elements finis et au calcul scientifique les cours de mecanique des milieux continus les cours de vibration (pour le dimensionnement par la methode modale-spectrale) les cours de programmation sur python (utile pour developper la capacite a programmer qui me sert maintenant a ecrire des macros dans le langage APDL d'Ansys).
Materiaux (MAT),Les projets de fin d'etude les TP et les rapports bibliographiques 
Materiaux (MAT),Gestion de projet & beton
Materiaux (MAT),Sciences des Materiaux en general Composites Mecanique des milieux continus mathematiques anglais.
Materiaux (MAT),Metallurgie Gestion de projets Plans d'experience 
Materiaux (MAT),Caracterisations materiaux la cristallographie l'anglais
Materiaux (MAT),Mathematiques Probabilites Mecaniques
Materiaux (MAT),communication polymeres methodes analytiques et energie/eco-conception/ACV
Materiaux (MAT),Outils numeriques 
Materiaux (MAT),Les enseignements techniques sur les classes de materiaux me sont les plus utiles au quotidien. 
Mecanique et Interactions (MI),Tout ce qui attrait a la modelisation/simulation numerique
Mecanique et Interactions (MI),Mecanique des milieux continus Analyse et traitements de donnees  PPCM Mecanique de la rupture Resistance des materiaux  Methode des elements finis 
Materiaux (MAT),Dans mon cas : -Polymeres -Module composite
Materiaux (MAT),Formations Techniques
Mecanique Structures Industrielles (MSI - apprentissage),RDM BUREAU D'ETUDES MANAGEMENT ANGLAIS
Mecanique Structures Industrielles (MSI - apprentissage),Pas d'enseignement en particulier l'ensemble est plutot coherent. 
Materiaux (MAT),Metallurgie 
Mecanique Structures Industrielles (MSI - apprentissage),Soudage metallurgie Dimensionnement des structures mathematiques Mecanique des fluides
Mecanique Structures Industrielles (MSI - apprentissage),Soudage  Metallurgie  
Mecanique Structures Industrielles (MSI - apprentissage),Creativite 
Genie Biologique et Agroalimentaires (GBA),Nutrition biochimie qualite
Materiaux (MAT),Toutes les matieres concernant les Polymeres communication gestion de projet/d'entreprise 
Systemes Embarques (SE - apprentissage),Management gestion de projet anglais en derniere annee (avec m. Billere). 
Mecanique Structures Industrielles (MSI - apprentissage),Soudage Materiaux  
Systemes Embarques (SE - apprentissage),Gestion de projet  Programmation embarquee (C) Communication  
Mecanique Structures Industrielles (MSI - apprentissage),Soudage
Mecanique Structures Industrielles (MSI - apprentissage),RDM Tracage Cours technique : calcul asp be tracage  Mecanique des fluides Mecanique des milieux continu MMC Science des materiaux  Gestion Economie Comptabilite  Metallurgie du soudage Procede de soudage
Mecanique Structures Industrielles (MSI - apprentissage),BE RDM Meca structure Soudage Cours sur la reglementation/les codes de construction 
Materiaux (MAT),outil statistique et plan d'experience Polymere
Mecanique Structures Industrielles (MSI - apprentissage),Communication/Expression & Francais
Informatique et Gestion (IG),Avoir les bases dans beaucoup de domaines de l'informatique !
Informatique et Gestion (IG),CSI Systeme d'exploitation Programmation et Conception (Fonctionelle/COO etc)
Informatique et Gestion (IG),Conception de systeme d'information fouille de donnees AWI
Informatique et Gestion (IG),AWI FP en Scala et en majorite les enseignements de 5A
Informatique et Gestion (IG),conception developpement Java projet industriel
Informatique et Gestion (IG),Enseignements lies a l'informatique (l'aspect langues gestion... est totalement inutile ou je suis) 
Genie Biologique et Agroalimentaires (GBA),Matrices biologiques et alimentaires Sciences en bases biologiques et biochimiques  Microbiologie  Nutrition Qualite - normes 
Genie Biologique et Agroalimentaires (GBA),Tous' il n'y a pas des competences de plus
Informatique et Gestion (IG),Globalement les cours de M. Ruiz sur les methodologies. Algo
Informatique et Gestion (IG),Base de donnees  programmation  gestion de projet 
Mecanique Structures Industrielles (MSI - apprentissage),Art plastique
Mecanique Structures Industrielles (MSI - apprentissage),Apprentissage large spectre d'enseignements dans la filiere MSI enseignements theoriques et pratiques
Mecanique Structures Industrielles (MSI - apprentissage),Technique
Mecanique et Interactions (MI),Mecanique des fluide MEF MMC MSG Rheologie Calcul scientifique management. 
Microelectronique Et Automatique (MEA),Systemes embarques C c++ Microprocesseur architecture des processeurs Neuroprthese pour les normes Systemes embarques  
Microelectronique Et Automatique (MEA),Systeme embarque (microcontroleur) informatique reseau 
Microelectronique Et Automatique (MEA),Developpement systeme embarque
Microelectronique Et Automatique (MEA),Cours de gestion de projet
Informatique et Gestion (IG),Projet web projet industriel stage anglais
Microelectronique Et Automatique (MEA),Cours de Robotique Projet MEA 
Microelectronique Et Automatique (MEA),Management de projet
Microelectronique Et Automatique (MEA),Programmation en C et C++ / OS Temps reel. Cours et TP d'electronique/automatique (conception dimensionnement des composants manipulations et simulations informatiques). Les projets realises chaque semestre. 
Microelectronique Et Automatique (MEA),Systemes a evenements discrets OS Temps Reel Programmation (C/C++) Projets Matlab/Simulink.
Materiaux (MAT),Gestion de projet (planning budget gestion des risques management d'equipe) Communication (ecrite ET orale) Negociation Gestion du stress Culture generale scientifique 
Microelectronique Et Automatique (MEA),Projets pluridisciplinaires Programmation C/C++
Informatique et Gestion (IG),Base de donnees AWI et tout ce qui touche au dev.
Materiaux (MAT),Aspect technique cours de Droit du Travail
Microelectronique Et Automatique (MEA),Programmation 
Eau et Genie Civil (EGC - apprentissage),Management de projet
Sciences et Technologies de l'Eau (STE),plus d'experiences pratiques dans le monde professionnel
Materiaux (MAT),Anglais Polymeres  
Informatique et Gestion (IG),AWI Piscine IP quand meme :)   Java
Informatique et Gestion (IG),Conception SI UML Anglais 
Informatique et Gestion (IG),theorie des organisations marketing management des systemes d'informations securite des systemes d'information recuperation de donnees architecture des ordinateurs cours d'unix Reseau informatique
Microelectronique Et Automatique (MEA),Projets
Mecanique Structures Industrielles (MSI - apprentissage),Soudage
Mecanique Structures Industrielles (MSI - apprentissage),Soudage CND
Genie Biologique et Agroalimentaires (GBA),La communication direct (reunion) indirect (mails).  La capacite a rediger des compte rendu et syntheses. Savoir s'exprimer de facon claire et concise.  Savoir travailler et s'investir.
Microelectronique Et Automatique (MEA),Langages de programmation
Materiaux (MAT),Chimie polymere 
Materiaux (MAT),Management de projet
Materiaux (MAT),LES BETONS MATHS RDM PHYSIQUES DES MATERIAUX
Microelectronique Et Automatique (MEA),Systemes embarques C
Materiaux (MAT),Connaissances generales sur les materiaux 
Materiaux (MAT),Materiaux et leurs procedes de fabrication. Logiciels type CATIA Aide preparation CV lettre de motivation entretien
Informatique et Gestion (IG),Communication/Gestion de projet Base de donnees
Materiaux (MAT),Enseignement d'optique et materiaux 
Materiaux (MAT),Cours transverses : gestion de projet droit du travail (pour l'insertion) notions de normalisation (un vrai plus !). Concernant mon poste actuel les cours d'eco-conception ont ete indispensables. Et bien sur les cours techniques apportent un solide base de comprehension.
Materiaux (MAT),Methodes d'Analyse Structurale et Chimique (MASC)
Microelectronique Et Automatique (MEA),Reseau Programmation 
Genie Biologique et Agroalimentaires (GBA),Tous car ils permettent une polyvalence tres developpee qui est utile dans le milieu pro.
Genie Biologique et Agroalimentaires (GBA),Statistiques Tous lies avec les systemes d'information (base de donnees algorithmique etc..) Anglais  Et surtout les projets en groupe 
Genie Biologique et Agroalimentaires (GBA),Anglais Communication Management projet Aromes
Genie Biologique et Agroalimentaires (GBA),Informatique et anglais
Genie Biologique et Agroalimentaires (GBA),Anglais  Sciences du vivants et nouvelles technologies
Microelectronique Et Automatique (MEA),Pedagogie par projets (tous les cours) cours d'insertion professionnelle
Systemes Embarques (SE - apprentissage),tous dans la mesure ou ils servent tous a ameliorer la capacite d'analyse/de reflexion et d'apprentissage les cours d'insertion pro et de communications ont vraiment ete bien menes.
Genie Biologique et Agroalimentaires (GBA),Management de projet. Specialite gestion de production en cinquieme annee.
Mecanique et Interactions (MI),Management de projet Droit du travaille  Dessin technique 
Mecanique et Interactions (MI),Apprendre a reflechir savoir ou et comment chercher les informations etre capable d'assimiler de nouvelles connaissances rapidement avoir une pensee structuree.
Sciences et Technologies de l'Eau (STE),Gestion de Projets Competences Techniques Assainissement/Traitement Hydraulique 
Sciences et Technologies de l'Eau (STE),Enseignements techniques  
Microelectronique Et Automatique (MEA),-Le VHDL et les FPGA prennent de plus en plus de place dans le monde industriel (acceleration des calculs reseaux de neurones remplacement d'oscilloscopes couteux...).  -Enseignement Microcontroleurs architecture... -electronique (filtrage numerique 
Microelectronique Et Automatique (MEA),RAS
Systemes Embarques (SE - apprentissage),Informatique traitement du signal electronique
Informatique et Gestion (IG),Algorithme POO C++ / Carte graphique ( appris a Cranfield ) 
Microelectronique Et Automatique (MEA),Programmation/ Modelisation/ Matlab/ Stage
Microelectronique Et Automatique (MEA),C/C++ Microelectronique  VHDL Traitement du signal
Microelectronique Et Automatique (MEA),- Tout ce qui concerne l'informatique embarque (C assembleur) - L'electronique (le fait d'avoir vu tout le processus 'creation schema/routage + imprimer sa carte' est super mais peut-etre trop rapide). D'ailleurs mettez-en en PEIP si c'est pas deja fai
Materiaux (MAT),Sciences des materiaux chimie organiques physique du materiau/des interfaces mecanique des fluides ... Competences transverses comme informatique (Excel !) gestion de projet.. Anglais
Informatique et Gestion (IG),Cours de gestion de projet avec M. Ruiz Les divers cours en lien avec le developpement les cours : sur le developpement iOS Java web SQL d'algorithmique de logique (en prepa PEIP) et les divers projets de developpement
Microelectronique Et Automatique (MEA),Informatique 
Mecanique et Interactions (MI),Tous les enseignements techniques et scientifiques
Materiaux (MAT),Chimie mecanique (rdm MMC) energie (diagramme de phase etc)
Sciences et Technologies de l'Eau (STE),T
Materiaux (MAT),les travaux pratiques toutes matieres confondues
Materiaux (MAT),Le pan mecanique de la formation et les matieres materiaux.
Mecanique Structures Industrielles (MSI - apprentissage),BE RDM communication
Mecanique Structures Industrielles (MSI - apprentissage),L'apprentissage joue un role primordial notamment les enseignement plus 'technique' en relation avec le terrain
Mecanique Structures Industrielles (MSI - apprentissage),Soudage rdm dds qualitemanagement.
Mecanique Structures Industrielles (MSI - apprentissage),Management Comptabilite  
Mecanique Structures Industrielles (MSI - apprentissage),les relations techniques et management
Genie Biologique et Agroalimentaires (GBA),nutrition biochimie microbiologie qualite gestion de projet
Genie Biologique et Agroalimentaires (GBA),- Les competences transversales (economie entreprenariat anglais droit communication etc). - Les enseignements de 5eme annee plus orientes (en: qualite)
Genie Biologique et Agroalimentaires (GBA),Gestion de projet  Management  Communication 
Genie Biologique et Agroalimentaires (GBA),La communication mener un projet concret
Genie Biologique et Agroalimentaires (GBA),Insertion pro Technologie des IAA Presentations orales
Mecanique Structures Industrielles (MSI - apprentissage),Mecanique 
Genie Biologique et Agroalimentaires (GBA),Connaissances generales agroalimentaires Cours Qualite 
Materiaux (MAT),- Outils Statistiques et Plans d'Experience - Calcul Scientifique/Elements Finis - Management & Gestion de Projet - Mecanique des Milieux Continus - Anglais et LV2
Microelectronique Et Automatique (MEA),Gestion de projet Management et qualite programmation projets d'etudes automatique (sciences de l'ingenieur)
Genie Biologique et Agroalimentaires (GBA),Les cours de TP Les cours qualites sur les normes iso les certifications.... Les cours securites haccp 5M....'
Materiaux (MAT),Gestion de projets connaissances generales environnementales. 
Materiaux (MAT),les enseignement transversaux de 5eme annee plasturgie metal
Materiaux (MAT),Gestion de projets
Genie Biologique et Agroalimentaires (GBA),Tout ce qui est tp et td. Pas assez de pratique et de contact avec les machines. Trop de theories dans des matieres qui devraient etre a mon sens choisies en specialites. 
Genie Biologique et Agroalimentaires (GBA),Competences transversales RSE
Materiaux (MAT),Les cours sur le monde nanometrique(couches minces etc ) et les differentes techniques de caracterisation de materiaux
Genie Biologique et Agroalimentaires (GBA),Cours d'insertion professionnelle Cours de gestion d'entreprise Cours de communication 
Microelectronique Et Automatique (MEA),Reseaux Temps reel 
Materiaux (MAT),Utilisation des reseaux  Mise en valeur du cv lettre  Entrainement entretien  
Microelectronique Et Automatique (MEA),La gestion de projet
Materiaux (MAT),Cours de mecanique (utilisation de logiciels de CAO) Cours de composites
Microelectronique Et Automatique (MEA),L'enseignement en lui-meme ne m'est pas d'une grande utilite mais l'esprit critique et de recherche que j'ai acquis lors de ma formation m'est indispensable. 
Mecanique Structures Industrielles (MSI - apprentissage),Mecanique Soudage Metallurgie Controle
Microelectronique Et Automatique (MEA),Informatique/Developpement
Genie Biologique et Agroalimentaires (GBA),Management/communication gestion de projet.
Materiaux (MAT),Chimie des polymeres et resistance des materiaux 
Genie Biologique et Agroalimentaires (GBA),Biologie moleculaire Microbiologie industrielle 
Sciences et Technologies de l'Eau (STE),Informatique Hydraulique Genie des procedes
Informatique et Gestion (IG),La capacite d'adaptation les valeurs 
Informatique et Gestion (IG),Genie logiciel AWI Compta  gestion de projet Anglais
Informatique et Gestion (IG),Tous sauf peut etre certains intervenants
Informatique et Gestion (IG), 
Informatique et Gestion (IG),Analyse financiere economie pour l'emploi actuel Programmation de maniere generale pour l'ESN pour l'emploi precedent
Microelectronique Et Automatique (MEA),conception electronique
Genie Biologique et Agroalimentaires (GBA),enseignements de ma formation complementaires et quelques elements de gestion de projet enseignes a Polytech (en derniere annee de specialisation notamment car je n'evolue plus du tout dans le secteur de l'agroalimentaire)
Informatique et Gestion (IG),Les projets de maniere generale les cours de developpement (C Java Mobile Web) la communication l'anglais le marketing.
Informatique et Gestion (IG),Les matieres transverses 
Informatique et Gestion (IG),Toute la partie technique ( developpement d'applications)
Informatique et Gestion (IG),Cours techniques et projets
Informatique et Gestion (IG),Algorithmique Conception des SI BD (relationnelle nouvelle generation) AWI Genie logiciel
Informatique et Gestion (IG),La plupart !
Genie Biologique et Agroalimentaires (GBA),Le genie des procedes
Informatique et Gestion (IG),Developpement Statistique Data
Genie Biologique et Agroalimentaires (GBA),Les cours de management et droit du travail et tous ces cours annexes a la formation principale GBA sont fondamentaux
Mecanique et Interactions (MI),Mecanique des fluides mecanique des milieux continus methode des elements finis
Informatique et Gestion (IG),Cours de web d'algo et d'architecture
Informatique et Gestion (IG),Systeme management des systemes d'information programmation
Microelectronique Et Automatique (MEA),Les enseignements lies au developement logiciel.
Microelectronique Et Automatique (MEA),Developpement logiciel. Projets personnels. Mathematiques (methodes statistiques)
Microelectronique Et Automatique (MEA),Systeme embarquee
Informatique et Gestion (IG),Gestion de projet ==> Pour les aspects MOA
Informatique et Gestion (IG),Simulation d'entretien cours d'anglais
Informatique et Gestion (IG),Tout ce qui developpe la logique et la conception  Algorithmique UML BDD Graphes Et un certain nombre d'autres cours que je n'ai plus en tete
Informatique et Gestion (IG),Communication Developpement Objet
Informatique et Gestion (IG),Analyse de besoins sensibilisation a des outils de reporting savoir s'exprimer face a un public
Informatique et Gestion (IG),Programmation Systeme d'exploitation Conception des Systemes d'Informations Architecture des ordinateurs Machine Learning Bases de donnees Statistiques Anglais
Materiaux (MAT),Connaitre ses droit en tant que salarie
Systemes Embarques (SE - apprentissage),L'ensemble des enseignements dispenses m'ont ete utiles. 
Microelectronique Et Automatique (MEA),Le traitement d'image et l'informatique.
Genie Biologique et Agroalimentaires (GBA),Management  Communication 
Informatique et Gestion (IG),programmation  gestion de projet communication anglais
Genie Biologique et Agroalimentaires (GBA),Management de projet  Nutrition  Technologie alimentaire  Microbiologie  Analyse sensorielle 
Mecanique Structures Industrielles (MSI - apprentissage),Soudage
Sciences et Technologies de l'Eau (STE),Hydrobiologie
Sciences et Technologies de l'Eau (STE),Hydraulique
Sciences et Technologies de l'Eau (STE),Hydraulique avec logiciel de simulation Sig  
Sciences et Technologies de l'Eau (STE),Genie des procedes. Reseaux d'assainissement et potable.
Sciences et Technologies de l'Eau (STE),Competences techniques l'hydraulique est le domaine le plus demande par les entreprises.
Genie Biologique et Agroalimentaires (GBA),Gestion de projet - Communication/ Management - QHSE - Production (ordo erp planification) - Technologies industrielles (pasteurisation - pompes ...) 
Genie Biologique et Agroalimentaires (GBA),Biochimie nutrition ata process industriels
Materiaux (MAT),De maniere generale les enseignements touchant a l'informatique.
Microelectronique Et Automatique (MEA),Autonomie et polyvalence
Genie Biologique et Agroalimentaires (GBA),Transfert de chaleur Transfert de matiere microbiologie matrices alimentaires informatique biochimie communication professionnelle insertion professionnelle techniques de conservation management de projet matieres grasses et emballages
Materiaux (MAT),Gestion de projet Informatique (Excel) lithographie (couches minces)
Materiaux (MAT),Materiaux (elaboration proprietes caracterisation comportement et modelisation) Statistiques Informatique Langues vivantes
Sciences et Technologies de l'Eau (STE),hydraulique  maitrise d oeuvre  marches publics genie des procedes cours excel
