formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Mecanique et Interactions (MI),L'anglais technique
Mecanique et Interactions (MI),MEF 2 PPCM
Materiaux (MAT),Pour ma part : Les procedes de fabrication/mise en oeuvre Se concentrer plus sur les materiaux que sur les modules complementaires type com gestion d'entreprise ...  Favoriser la technique 
Materiaux (MAT),Gestions de projets Gestion de ressources
Mecanique Structures Industrielles (MSI - apprentissage),MANAGEMENT  CALCUL DE CHARPENTE (Tres peu de cours sur le calculs de charpentes) Au sens large connaitre le mode de fonctionnement des codes tels que EUROCODES pourrait etre interessants. 
Mecanique Structures Industrielles (MSI - apprentissage),Des cours un peu plus pousses dans le domaine juridique (droit du travail droit des contrats etc.) donnerais un plus a la formation
Mecanique Structures Industrielles (MSI - apprentissage),Cours sur les appareils a appareils a pression CODAP
Mecanique Structures Industrielles (MSI - apprentissage),CAO  CALCULS ELEMENTS FINIS 
Mecanique Structures Industrielles (MSI - apprentissage),Mathematiques
Genie Biologique et Agroalimentaires (GBA),Formulation
Materiaux (MAT),-
Mecanique et Interactions (MI),CFD  MEF Python
Systemes Embarques (SE - apprentissage),Informatique reseau gestion de projet et des hommes 
Materiaux (MAT),Partie en lien avec l'industrie 
Mecanique Structures Industrielles (MSI - apprentissage),Comptabilite Tracage  Chimie
Mecanique Structures Industrielles (MSI - apprentissage),BE les travaux pratiques a l'atelier  gestions de projets (archivage tracabilite des echanges organisation du serveur...)
Materiaux (MAT),methodes des elements finis : autre logiciel que Cast3m
Mecanique Structures Industrielles (MSI - apprentissage),Communication/Expression & Francais
Informatique et Gestion (IG),Tous les aspects concernant la BI et Big Data qui sont de plus en plus presents dans le monde du travail.
Informatique et Gestion (IG),Aucun le but de la formation est de nous rendre polyvalents et non pas specialistes. Soit la formation evolue pour former des specialistes soit elle est bien comme elle est actuellement.
Informatique et Gestion (IG),FP en scala intelligence artificielle
Informatique et Gestion (IG),plus de developpements sur les technologies actuelles couramment utilisees dans les ESN startup.
Genie Biologique et Agroalimentaires (GBA),Matrices alimentaires: Avoir un panel plus large (ex: Oeufs sucre...)
Genie Biologique et Agroalimentaires (GBA),-
Informatique et Gestion (IG),La partie Gestion
Informatique et Gestion (IG),Nouvelles technologies  machine learning 
Mecanique Structures Industrielles (MSI - apprentissage),Aucun. Enseignements correspondant a la formation 
Mecanique Structures Industrielles (MSI - apprentissage),Enseignements pratiques (TP) approfondir les domaines techniques (chaudronnerie tuyauterie normes etc..)
Mecanique Structures Industrielles (MSI - apprentissage),Qualite appliques au grand projet
Mecanique et Interactions (MI),OSPE
Microelectronique Et Automatique (MEA),Anglais C c++
Microelectronique Et Automatique (MEA),reseau
Microelectronique Et Automatique (MEA),Les mathematiques et les problemes d'optimisation en robotique
Microelectronique Et Automatique (MEA),Programmation logicielle 
Informatique et Gestion (IG),Machine learning
Microelectronique Et Automatique (MEA),Economie/droit Bases de donnees  Gestion de projet
Microelectronique Et Automatique (MEA),Les cours d'automatique/modulation sont assez denses et meriteraient peut etre que plus d'heures y soient consacrees. 
Microelectronique Et Automatique (MEA),Il faudrait plus de mathematiques avances (analyse algebre lineaire). Les projets semestriels ont ete d'une grande aide en terme de competences acquises. Peut-etre faut-il y allouer davantage de temps et de creneaux dans la semaine. Possiblement (mais ce n'est qu'un avis personnel) demystifier le principe de filtre de Kalman.
Materiaux (MAT),Gestion de projet Communication  Cours de langues Accompagnement lors de projets tuteures 
Microelectronique Et Automatique (MEA),Architecture des microprocesseurs 
Microelectronique Et Automatique (MEA),Robotique Embarque Passage de la theorie a la pratique
Informatique et Gestion (IG),Du dev sur des technos recentes et les bonnes pratiques a mettre en place sur les projets le devops l'apprentissage du deploiement (Jenkins Docker) apprentissage BD noSQL
Materiaux (MAT),Accompagnement de projet professionnel
Eau et Genie Civil (EGC - apprentissage),Procedes de traitement AEP/EU
Microelectronique Et Automatique (MEA),Cadrer plus les projets au moins dans les premieres annees pour valider des succes au fur et a mesure sans perdre pied dans une complexite trop grande.
Eau et Genie Civil (EGC - apprentissage),Management 
Materiaux (MAT),Anglais
Informatique et Gestion (IG),theorie des organisations  communication projet voltaire 
Mecanique Structures Industrielles (MSI - apprentissage),Mecanique
Mecanique Structures Industrielles (MSI - apprentissage),Management
Genie Biologique et Agroalimentaires (GBA),Les normes et reglementation qualite 
Microelectronique Et Automatique (MEA),Electronique / Automatique
Materiaux (MAT),Management de projet Droit du travail Management et notions de Qualite
Materiaux (MAT),RDM mais plus technique que theorique travaux sur plans ou CAO/DAO beaucoup de demande de maitrise sur logiciels CAO ou dessins de plans 
Microelectronique Et Automatique (MEA),Systemes embarques C
Materiaux (MAT),Logiciels type CATIA
Informatique et Gestion (IG),Gestion de projet -> Les methodologies et leurs outils (cycle V/agile etc...
Materiaux (MAT),Process industriel sur materiaux 
Materiaux (MAT),Il manque peut etre un peu de culture generale sur les outils industriels.
Microelectronique Et Automatique (MEA),Les enseignements en plus de la formation technique (projet communication preparation a un entretien..) c'est un plus-value toujours utile.
Materiaux (MAT),Traitement de donnees
Microelectronique Et Automatique (MEA),Reseau Electronique et modulation necessite plus d'application pratique de TP en parallele aux cours Programmation en mode projet. 
Genie Biologique et Agroalimentaires (GBA),Gestion d'entreprise -> droit information comptable management de projet finances 
Genie Biologique et Agroalimentaires (GBA),Anglais 
Genie Biologique et Agroalimentaires (GBA),Domaine de la qualite
Genie Biologique et Agroalimentaires (GBA),Anglais (discussion) Sciences du vivants et nouvelles technologies
Microelectronique Et Automatique (MEA),Cours d'entreprenariat gestion de projet robotique anglais cours d'IoT
Genie Biologique et Agroalimentaires (GBA), Langues 
Mecanique et Interactions (MI),Gestion de projet (!!) Administration droit du travail 
Sciences et Technologies de l'Eau (STE),Les presentations des metiers en derniere annee pourraient etre plus nombreux et venir plus tot dans la formation pour aider a nous orienter   L'ensemble des projets pourraient etre approfondi 
Microelectronique Et Automatique (MEA),-Veille technologique : dans le cadre de la these elle permet de se tenir informe des recentes publications  
Microelectronique Et Automatique (MEA),RAS
Systemes Embarques (SE - apprentissage),Anglais informatique 
Microelectronique Et Automatique (MEA),Programmation
Microelectronique Et Automatique (MEA),Reseaux / Telecom Anglais : au dela de la matiere elle-meme j'aurais apprecie des UE entierement en anglais 
Microelectronique Et Automatique (MEA),- Le reseau et surtout les TP (pourquoi pas parametrer un DHCP haha...) - Le bash. Heureusement qu'il y avait Mr Cathebras qui nous en a donne une bonne dose pendant les cours de micro-electronique en 4A.
Materiaux (MAT),Methodologie de resolution de probleme (8D ...) qui sont en partie integrees au cours de gestion de projet. Un peu plus d'electronique / semi-conducteur m'aurait ete utile
Informatique et Gestion (IG),Cours de gestion de projet
Microelectronique Et Automatique (MEA),gestion de projets
Mecanique et Interactions (MI),Un peu plus de programmation aurait ete utile
Materiaux (MAT),Le beton (trop old school l'enseignement en MAT5 et sans interet) il y a un reel besoin d'ameliorer cette formation et d'y accord plus d'importance genreun petit module en MAT4 et une amelioration en MAT5
Sciences et Technologies de l'Eau (STE),En apprendre plus sur les marches publics et la legislation ! 
Materiaux (MAT),Les logiciels elements finis
Materiaux (MAT),La formation me semble globalement tres equilibree.
Microelectronique Et Automatique (MEA),Presentation du monde du travail de l'ingenieur actuel et plus precisement de la prestation de service des missions clients.
Mecanique Structures Industrielles (MSI - apprentissage),Chimie
Mecanique Structures Industrielles (MSI - apprentissage),Soudage et modelisation 3D
Mecanique Structures Industrielles (MSI - apprentissage),Management.
Mecanique Structures Industrielles (MSI - apprentissage),Travail en equipe 
Mecanique Structures Industrielles (MSI - apprentissage),langues (francais / anglais)
Genie Biologique et Agroalimentaires (GBA),gestion de projet et d'entreprise
Genie Biologique et Agroalimentaires (GBA),-
Genie Biologique et Agroalimentaires (GBA),La communication utilisation des outils informatiques
Genie Biologique et Agroalimentaires (GBA),Management
Mecanique Structures Industrielles (MSI - apprentissage),Management Automatisme et Elec  Regulation 
Genie Biologique et Agroalimentaires (GBA),Aucun l'industrie agroalimentaire et les postes sont beaucoup trop varies 
Genie Biologique et Agroalimentaires (GBA),Le management des equipes le pluridisciplinarite le monde de l'entreprise
Materiaux (MAT),- Outils Statistiques et Plans d'Experience - Management & Gestion de Projet - Calcul Elements Finis
Microelectronique Et Automatique (MEA),programmation oriente objet management
Genie Biologique et Agroalimentaires (GBA),Les cours de certification et des normes
Materiaux (MAT),Gestion de projets. Connaissance generale et technique sur les equipements. 
Materiaux (MAT),informatique maitrise de la CAO/Matlab
Materiaux (MAT),-
Genie Biologique et Agroalimentaires (GBA),Renforcement sur les travaux pratiques dans les ateliers technologiques.
Materiaux (MAT),le monde nanometrique 
Genie Biologique et Agroalimentaires (GBA),Cours d'insertion professionnelle 
Microelectronique Et Automatique (MEA),Reseaux Automatique
Materiaux (MAT), 
Microelectronique Et Automatique (MEA),La gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),Bureau d'etude Qualite Transfert Thermique
Microelectronique Et Automatique (MEA),Insertion dans la vie professionnelle
Genie Biologique et Agroalimentaires (GBA),Management gestion de projet.
Sciences et Technologies de l'Eau (STE),Informatique (appliquee a l'hydraulique : utilisation d'Epanet SWMM5...) Automatisme
Informatique et Gestion (IG),Reseaux systemes algorithmie(IA) 
Informatique et Gestion (IG),Nouvelles technos
Informatique et Gestion (IG),Tous surtout ceux techniques ainsi que l'anglais
Informatique et Gestion (IG), 
Genie Biologique et Agroalimentaires (GBA),gestion de projet  gestion d'entreprise differents corps de metier d'une entreprise  anglais  
Informatique et Gestion (IG),Les cours de communication en les axant davantage sur le secteur de l'informatique. Les cours de systeme d'exploitation (Linux OsX) en les axant davantage sur les outils en tant que tel plutot que leur fonctionnement profond.
Informatique et Gestion (IG),Meilleure presentation des metiers et opportunites disponibles a la sortie en dehors de la technique  Connaissance moins theoriques en Systeme / reseaux ou en tout cas plus tournees vers des connaissances globales du SI d'une entreprise 
Informatique et Gestion (IG),Toute la partie sur les objets connectes 
Informatique et Gestion (IG),Plus de projets
Informatique et Gestion (IG),Gestion de projet
Informatique et Gestion (IG),Certains enseignements m'ont semble survoles car nous sommes passes rapidement dessus parce que nous avions beaucoup de choses differentes a voir. Du coup nous avions parfois du mal a saisir les enjeux de ce qu'on apprenait. (je n'ai pas d'exemple en tete maintenant)
Genie Biologique et Agroalimentaires (GBA),Le genie des procedes industriels 
Informatique et Gestion (IG),Data
Genie Biologique et Agroalimentaires (GBA),management
Informatique et Gestion (IG),Base de donnees reseaux ios
Microelectronique Et Automatique (MEA),Developpement logiciel. Les bases fournies sont trop legeres.
Microelectronique Et Automatique (MEA),aucun
Informatique et Gestion (IG),Enseignements concernant les tests (Dans mes souvenirs on n'a pas eu plus de 6h de cours)
Informatique et Gestion (IG),Anglais des cours en fonctionnel et peut etre plus de commerce/avant vente
Informatique et Gestion (IG),Je trouve que les ratios de ces cours sont tres equilibres  
Informatique et Gestion (IG),JEE administration systeme
Informatique et Gestion (IG),sensibilisation a des outils de reporting et/ou de traitement de donnees
Informatique et Gestion (IG),Big Data Machine Learning Architecture des ordinateurs Systemes d'exploitation Statistiques Communication Economie
Materiaux (MAT),Des cours plus indus
Systemes Embarques (SE - apprentissage),En SE j'aurais aime approfondir mes connaissances dans la conception analogique. Peut etre sous la formes de TP sur des composants d legendes ainsi que des montages sur les 'patterns' les plus usites. 
Microelectronique Et Automatique (MEA),L'informatique.
Genie Biologique et Agroalimentaires (GBA),Communication  Management 
Informatique et Gestion (IG),methodes agiles nouvelles technologies
Genie Biologique et Agroalimentaires (GBA),Management de projet 
Mecanique Structures Industrielles (MSI - apprentissage),Economie  Management
Genie Biologique et Agroalimentaires (GBA),Insertion professionnelle (CV LM entretiens) Utilisation des outils informatiques des la 3ieme annee :  approfondissement du pack office pour la redaction des rapports tout au long de la formation
Sciences et Technologies de l'Eau (STE),Hydrobiologie SIG
Sciences et Technologies de l'Eau (STE),Hydraulique des reseaux
Sciences et Technologies de l'Eau (STE),Autocad Procedes 
Sciences et Technologies de l'Eau (STE),Genie des procedes.
Sciences et Technologies de l'Eau (STE),L'hydraulique car c'est le domaine qui offre le plus de possibilites d'emploi. Developper les connaissances en maitrise d'oeuvre et travaux pourrait etre aussi interessant. Le genie civil est peu present dans la formation STE et de nombreuses offres d'emplois proposent de la maitrise d'oeuvre sur des ouvrages hydrauliques.
Genie Biologique et Agroalimentaires (GBA),Peut-etre l'automatisme avec un peu plus de notion car en industrie alimentaire les process sont de plus en plus informatises et il est necessaire de connaitre un peu d'automatisme notamment pour des lancements de nouveaux produits
Microelectronique Et Automatique (MEA),La donnee et sa valorisation est un sujet tres important a l'heure actuelle qui merite d'etre etudie
Materiaux (MAT),Materiaux (elaboration procedes) Informatique (Outils statistiques et traitement de donnees) Sciences humaines et sociales
Sciences et Technologies de l'Eau (STE),maitrise d oeuvre/marches publics/aspects reglementaires 
Genie Biologique et Agroalimentaires (GBA),Il faudrait reduire le nombre de cours et favoriser les plus importants
Informatique et Gestion (IG),Tout ce qui touche a la data
Informatique et Gestion (IG),Tous les enseignements menant a un projet professionnalisant.
Informatique et Gestion (IG),Permettre aux profs d'anglais de vraiment enseigner leur matiere au lieu de juste faire reviser le TOEIC... Bisous a Corinne
Eau et Genie Civil (EGC - apprentissage),Gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),Management Gestion de projet Anglais
Materiaux (MAT),Gestion de projet gestion de l'aspect humain communication logiciels comme Catia 
Genie Biologique et Agroalimentaires (GBA),Ceux de formulation 
Materiaux (MAT),-
Materiaux (MAT),Diversite de cours OK mais pas d'approfondissement reel
Genie Biologique et Agroalimentaires (GBA),en GBA: la reglementation relative  l'alimentaire (gestion de crise etiquetage des produits ...)
Genie Biologique et Agroalimentaires (GBA),Simulation d'entretient preparation du CV et de la recherche de stage. 
Microelectronique Et Automatique (MEA),La programmation de maniere generale et peut itre le developpement de PCB
Mecanique et Interactions (MI),Langages informatiques
Systemes Embarques (SE - apprentissage),Anglais
Materiaux (MAT),Gestion de projet beton Rheologie
Sciences et Technologies de l'Eau (STE),Cute commercial d'un bureau d'etudes et type de projets qu'on rencontre dans un bureau d'etudes en hydraulique / aspect modelisation et SIG
Sciences et Technologies de l'Eau (STE),enseignement lie  l'environnement l'ecologie des milieux aquatiques
Genie Biologique et Agroalimentaires (GBA),management
Mecanique Structures Industrielles (MSI - apprentissage),Les matieres scientifiques fondamentales et techniques au detriment des matieres comme le droit la comptabilite... 
Informatique et Gestion (IG),Gestion de projet : notamment les methodes agiles SCRUM 
Materiaux (MAT),Matieres techniques et langues etrangeres 
Microelectronique Et Automatique (MEA),Stages projets et modules SHEJS
Microelectronique Et Automatique (MEA),Informatique (C/C++)
Sciences et Technologies de l'Eau (STE),-
Materiaux (MAT),Modelisation sur logiciel type Catia ou logiciel d'elements finis (Abaqus)
Sciences et Technologies de l'Eau (STE),Les cours d'ecologie aquatique Modelisation hydraulique 
Genie Biologique et Agroalimentaires (GBA),Enseignements en management (projet equipe...)
Sciences et Technologies de l'Eau (STE),Pas de remarque
Materiaux (MAT),Metallurgie 
Sciences et Technologies de l'Eau (STE),Definition du metier d'ingenieur et des cas reels rencontres dans le metier
Materiaux (MAT),Management de qualite.
Sciences et Technologies de l'Eau (STE),Genie des procedes modelisation hydraulique
Sciences et Technologies de l'Eau (STE),Ecologie aquatique
Sciences et Technologies de l'Eau (STE),Modelisation approfondie  Gestion de projet 
Materiaux (MAT),Les cours lies  la decouverte de l'entreprise (gestion de projet etude de marche economie etc) et lies  comment postuler  un emploi (lettre motivation CV entretiens negocier un salaire poser les bonnes questions au recruteur detecter une boOte dans laquelle il ne faut pas aller)
Materiaux (MAT),Accompagnement dans l'emploi.  Les cours sont trop tournes sur la science fondamentale et pas assez sur la realite industrielle. Statistiques Gestion de projet Plans d'experience
Mecanique et Interactions (MI),Ajouter des TPs sur Ansys APDL en plus d'Ansys Workbench. Approfondir les TPs sur Ansys Workbench. La decouverte d'autres logiciels utilises dans l'industrie (Abaqus par exemple).
Mecanique et Interactions (MI),Un peu plus de mecanique non lineaire serait le bienvenu.
Microelectronique Et Automatique (MEA),Coder et developper de faAon profesionnelle. Outils de test. 
Mecanique et Interactions (MI),Le programme est bien equilibre. Peut itre plus d'informatique
Genie Biologique et Agroalimentaires (GBA),-marketing 
Informatique et Gestion (IG), concepts de programmation fonctionnelle
Microelectronique Et Automatique (MEA),electronique et en particulier le routage (signaux sensibles et/ou haute frequence)
Materiaux (MAT),Polymere
Sciences et Technologies de l'Eau (STE),Enseignements en SIG un plus grand equilibre entre les 3 piliers d'enseignements de la formation (importance donnee  l'ecologie aquatique minoritaire par rapport aux enseignements en traitement de l'eau et hydraulique).
Sciences et Technologies de l'Eau (STE),Il faudrait reellement approfondir les cours de SIG specialement Qgis que nous n'avons presque pas etudie ainsi qu'autocad que nous n'avons pas du tout etudie et qui est utilise partout !
Genie Biologique et Agroalimentaires (GBA),Lena management Amelioration continue
Materiaux (MAT),Simulation numerique CATIA
Genie Biologique et Agroalimentaires (GBA),Anglais (fait autrement plus de cours en anglais). Specialite Qualite en GBA (plus de terrain en entreprise lire les referentiels n'est pas utile si on ne sait pas adapter.
Materiaux (MAT),Gestion de projet
Informatique et Gestion (IG),Les cours de mathematiques meriteraient d'itre plus creuses : faire de l'algebre et de la theorie des categories permettrait de faire le lien avec la programmation fonctionnelle.
Microelectronique Et Automatique (MEA),La conception en micro-electronique analogique. Les phases avancee du flot numerique (Placement-routage et plus.) La conception de systemes et cartes electroniques.
Microelectronique Et Automatique (MEA),les reseaux
Informatique et Gestion (IG),Management
Materiaux (MAT),Les cours de metallurgie 
Genie Biologique et Agroalimentaires (GBA),Mises en situation pour mimer une entreprise et apprendre  travailler en situation de travail
Microelectronique Et Automatique (MEA),Routage/Creation de PCB
Microelectronique Et Automatique (MEA),-
Systemes Embarques (SE - apprentissage),Les enseignements relatifs au metier d'ingenieur sur la partie communication gestion des projets des cours sur des outils de cadre (chiffrage gestion des imputations horaires...)
Microelectronique Et Automatique (MEA),Robotique 
Microelectronique Et Automatique (MEA),la rigueur dans tous les domaines
Genie Biologique et Agroalimentaires (GBA),Management
Eau et Genie Civil (EGC - apprentissage),Droit contractuel / juridique 
Sciences et Technologies de l'Eau (STE),Management Communication  Relations humaines 
Materiaux (MAT),L'anglais. L'energie et l'electrochimie 
Genie Biologique et Agroalimentaires (GBA),L'informatique (programmation et expertise dans les outils bureautiques type Excel) Les enseignements de specialite dans mon cas les reglementations et certifications QHSE
Materiaux (MAT),Choix de materiaux 
Genie Biologique et Agroalimentaires (GBA),En GBA des cours Excel devrait itre proposes. En effet l'outil est utilise dans l'ensemble des entreprises et les travaux de TP ne permettent pas d'approfondir.  La matirise des formules et de VBA est un reel atout mime en GBA
Genie Biologique et Agroalimentaires (GBA),Les cours d'informatique (notamment VBA) et algorithmique
Genie Biologique et Agroalimentaires (GBA),Les enseignements des gestion de projets et d'administration des entreprises.
Mecanique et Interactions (MI),Management projets/ressources
Materiaux (MAT),Gestion de projets
Materiaux (MAT),RAS
Mecanique et Interactions (MI),De mon points de vue de doctorant je trouve que l'on devrait approfondir un peu plus les aspects numeriques (je sais bien que la formation est dej assez dense mais c'est un point crutial auquel tout ingenieur fait face). Peut itre faire 1 ou 2 projet colaboratif en faisant toucher des outils comme github sensibiliser sur l'aspect test et code reutilisable des qualites indeniables pour un bon ingenieur.
Sciences et Technologies de l'Eau (STE),management 
Genie Biologique et Agroalimentaires (GBA),Insertion professionelle
Informatique et Gestion (IG),Data warehouse et tout ce qui est lie  la Business Intelligence en general.
Materiaux (MAT),Gestion d'entreprise Communication  Code
Materiaux (MAT),Competence de dessin industriel (CAODAO) catia autocad... lecture de plans de pieces & ouvrages exploitations de pack office (word/excel...) 
Mecanique et Interactions (MI),Mecanique
Genie Biologique et Agroalimentaires (GBA),Management  Comportement en entreprise  Normes qualite securite  environnement  
Mecanique Structures Industrielles (MSI - apprentissage),Appareil Sous Pression
Genie Biologique et Agroalimentaires (GBA),Outils informatiques (Excel word ...) Communication / presentation reunions
Mecanique et Interactions (MI),Methode elements finis  Conception mecanique  Eco-conception  Management de projet 
Materiaux (MAT),Tous ceux qui sont en lien avec l'environnement le developpement durable les realites d'aujourd'hui.
Materiaux (MAT),Gestion de projet Quelques notions de management Dans les domaines sur les materiaux essayer de plus lier avec le secteur de l'industrie
Genie Biologique et Agroalimentaires (GBA),Gestion de projet Management Structure d'entreprise Industrialisation 
Genie Biologique et Agroalimentaires (GBA),Stages Monde du travail (fonctionnement d'un service droit du travail syndicats etc)
Genie Biologique et Agroalimentaires (GBA),Les cas pratiques ou mise en situation. 
Mecanique Structures Industrielles (MSI - apprentissage),Management
Materiaux (MAT),Choix des Materiaux
Genie Biologique et Agroalimentaires (GBA),Sciences des aliments
Mecanique et Interactions (MI),Simulation numerique avec des logiciels plus utilises dans le monde des entreprises type Nastran/Abaqus
Sciences et Technologies de l'Eau (STE),Process traitement des eaux.  Management de projets et d'equipe ! Un ingenieur est amene  gere une equipe ... 
Mecanique Structures Industrielles (MSI - apprentissage),metallurgie et ce qui tourne autour
Informatique et Gestion (IG),NSP
Sciences et Technologies de l'Eau (STE),Les projets sur des cas pratiques (dimensionnement EU EP modelisation hydraulique)
Sciences et Technologies de l'Eau (STE),Les enseignements lies  l'utilisation de logiciels notamment concernant les SIG.
Informatique et Gestion (IG),Etudier les design patterns et l'architecture des frameworks les plus utilises.
Microelectronique Et Automatique (MEA),Programmation de micro-controleurs !!!
Materiaux (MAT),Il faut plus de cours en lien avec l'industrie et le vrai monde professionnel la majeure partie des cours est destinee aux chercheurs et ne representent absolument pas la realite professionnelle.  Il faut plus de stage
Genie Biologique et Agroalimentaires (GBA),Methode de lean management methodes et outils pour resoudre des difficultes dans le cadre de la gestion d'un projet plus d'outils de brainstorming pour animer des groupes de projet 
Microelectronique Et Automatique (MEA),- Informatique : langage basique type VBA  - Automatisme
Microelectronique Et Automatique (MEA),Management Qualite Gestion Entreprise
Materiaux (MAT),Modelisation (ex solidworks comsol ...)
Informatique et Gestion (IG),Developpement logiciel
Systemes Embarques (SE - apprentissage),Programmation C 
Genie Biologique et Agroalimentaires (GBA),Biostatistiques Modelisation et alghorithme  
Genie Biologique et Agroalimentaires (GBA),Etude plus approfondie d'articles scientifiques et entrainement  la redaction techniques analytiques
Sciences et Technologies de l'Eau (STE),Il y a trop de theorie. Quand on arrive en entreprise il y a un gros decalage. Il faudrait approfondir les cours sur les marches publics. Approfondir l'utilisation des logiciels : epanet QGIS...
Sciences et Technologies de l'Eau (STE),Apprentissage de logiciel de modelisation
Genie Biologique et Agroalimentaires (GBA),mode projet conduite du changement
Genie Biologique et Agroalimentaires (GBA),Qualite/securite/hygiene Gestion des risques  Ecoconception/analyse de cycle de vie Pratiques des audits qualite  
Materiaux (MAT),Nous manquons de pratique et de cas industriels concrets dans notre formation. Mime si je sais que ce sont des choses difficiles  mettre en place ce serait un vrai plus pour demarquer la formation et preparer les etudiants au monde professionnel. 
Sciences et Technologies de l'Eau (STE),Les marches publics.
Materiaux (MAT),L'eco-conception Les aspects reglementaires et normatif La gestion de projet --> Je pense qu'ils faudrait moins de partiels et plus de projets en autonomie bien plus formateurs et proches du metier d'ingenieur Communication
Informatique et Gestion (IG),Les reflexions autours de l'experience utilisateur la qualite de code
Eau et Genie Civil (EGC - apprentissage),Gestion - Comptabilite - Formation SST
Materiaux (MAT),Management de projet  Communication
Systemes Embarques (SE - apprentissage),Git
Informatique et Gestion (IG),Infrastructure
Mecanique et Interactions (MI),les enseignements de mecanique et de dessin indus (papier et CAO)
Eau et Genie Civil (EGC - apprentissage),Informatique
Mecanique Structures Industrielles (MSI - apprentissage),Ceux lies au outils utilises dans le milieu professionnel (logiciels...)
Microelectronique Et Automatique (MEA),les systemes embarques
Sciences et Technologies de l'Eau (STE),Hydraulique Urbaine Modelisation hydraulique
Mecanique et Interactions (MI),La mecanique en general tout ce qui est theorique devrait itre appuye d'annees en annees.
Materiaux (MAT),Gestion d'equipes & management : plus d'entraOnement  gerer les differents profils au sein d'une equipe
Genie Biologique et Agroalimentaires (GBA),Lors des cours d'insertion professionnelle il serait interessant d'approfondir les differentes possibilites de metier que l'on peut exercer avec notre diplume.
Sciences et Technologies de l'Eau (STE),Hydraulique
Mecanique et Interactions (MI),Les cours de business et business management Le maintien d'une LV2 pendant toute la formation
Sciences et Technologies de l'Eau (STE),Genie des procedes
Genie Biologique et Agroalimentaires (GBA),Cours en brasserie et &oelignologie
Microelectronique Et Automatique (MEA),Developpement mobile
Genie Biologique et Agroalimentaires (GBA),Les enseignements lies au management de projet et  l'amelioration continue 
Genie Biologique et Agroalimentaires (GBA),Formulation (avec plus de cours sur les matieres premieres je pense)
Sciences et Technologies de l'Eau (STE),Plus d'actualite de sensibilisation aux enjeux mondiaux actuels notamment en matiere de politique et d'environnement 
Materiaux (MAT),Management de projet
Informatique et Gestion (IG),Apprendre plus de langages haut niveau / frameworks (pas besoin de passer 2 ans  faire du C assembleur etc.) 
Sciences et Technologies de l'Eau (STE),Administratif et legislatif.
Informatique et Gestion (IG),En IG on a dej beaucoup de cours de projets un emploi du temps charge donc difficile de renforcer les matieres. Peut itre en enlever certaines qui ne sont pas tres utiles pour approfondir sur les matieres de base que j'ai citees plus haut.
Microelectronique Et Automatique (MEA),Systeme temps reel communication RF microelectronique
Sciences et Technologies de l'Eau (STE),la connaissance et la maOtrise de certains logiciels type Autocad
Sciences et Technologies de l'Eau (STE),Genie civil
Microelectronique Et Automatique (MEA),Les seances de projet pour l'autonomie  C'est le plus benefique et ce que demande les entreprises 
Mecanique et Interactions (MI),Mecanique generale
Informatique et Gestion (IG),Communication 
Materiaux (MAT),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Technologies alimentaire  Techniques d'ameliorations continues 
Mecanique et Interactions (MI),Conception outils pour l'ingenieur (plan d'experience AMDEC analyse fonctionnelle etc.)
Microelectronique Et Automatique (MEA),Robot parallele principe d'apprentissage automatique 
Microelectronique Et Automatique (MEA),IoT (LoRa/WiFi/Reseau) + enjeux
Genie Biologique et Agroalimentaires (GBA),Communication Mise en situation prise de decision 
Sciences et Technologies de l'Eau (STE),Traitement des eaux
Sciences et Technologies de l'Eau (STE),SIG et informatique (notamment utilisation de python) Management de projet  Modelisation hydraulique et hydrologique   De maniere generale l'ecole d'ingenieurs pas uniquement polytech reste encore trop deconnectee du travail en entreprise.
Eau et Genie Civil (EGC - apprentissage),Lors de la formation EGC il aurait ete interessant d'avoir plus de cours sur la redaction de rapport technique : comment synthetiser comment argumenter un choix. Mais surtout avoir un retour sur ces exercices. Ce programme etait prevu en premiere annee puis finalement l'intervenant n'etais jamais present ou n'effectuait pas de correction sur les devoirs. 
Eau et Genie Civil (EGC - apprentissage),Le projet Et la phase chantier qui etait tres succin malgre les cours donne par girardin
Mecanique et Interactions (MI),Plus de Linux
Mecanique et Interactions (MI),Management de projet / tous les cours lies  l'apprentissage d'un outil numerique de travail (modelisation 3D simulation numerique programmation...) 
Systemes Embarques (SE - apprentissage),C/C++ et autres langages
Mecanique et Interactions (MI),Simulation numerique MEF
Mecanique et Interactions (MI),Conception Mecanique
Mecanique et Interactions (MI),Conception mecanique en MI n'est pas assez pousse et donc peut decourager des ingenieur en mecanique  poursuivre la dedans.
Mecanique et Interactions (MI),Plus d'insertion professionnelle des temoignages d'industrielles ou de chercheurs la gestion de projet la communication...
Mecanique et Interactions (MI),Conception industrialisation
Eau et Genie Civil (EGC - apprentissage),- Droit - Management  - Visites de terrain (Chantiers + ouvrages en presence de MOA et/ou MOE)
Eau et Genie Civil (EGC - apprentissage),Je ne pense pas que les enseignements aient besoin d'itre approfondis
Eau et Genie Civil (EGC - apprentissage),Management de Projet
Mecanique et Interactions (MI),Pas d'avis
